;MSCI WORLD U$ - PRICE INDEX;MSCI EM U$ - PRICE INDEX;FTSE 100 - DIVIDEND YIELD;FTSE 100 - PER;FTSE 100 - PRICE INDEX;STOXX EUROPE 600 E - DIVIDEND YIELD;STOXX EUROPE 600 E - PER;STOXX EUROPE 600 E - PRICE INDEX;NASDAQ COMPOSITE - PRICE INDEX;S&P 500 COMPOSITE - PRICE INDEX;DAX PERFORMANCE - PRICE INDEX;S&P SMALLCAP 600 VALUE - PRICE INDEX;HANG SENG - DIVIDEND YIELD;HANG SENG - PER;HANG SENG - PRICE INDEX;S&P 500 VALUE - PRICE INDEX;S&P 500 GROWTH - PRICE INDEX;Yield
30.05.86;315,983;NA;4,01;NA;1602,8;NA;NA;NA;400,16;247,35;1380,47;NA;3,63;14,55;1787,96;139,81;113,3;1
02.06.86;314,83;NA;4,03;NA;1596,5;NA;NA;NA;399,35;245,04;1369,47;NA;3,63;14,55;1781,94;139,81;113,3;4.361
03.06.86;316,761;NA;4,01;NA;1602,2;NA;NA;NA;399,48;245,51;1329,3;NA;3,63;14,55;1757,91;139,81;113,3;Apr 45
04.06.86;315,568;NA;4,02;NA;1601,4;NA;NA;NA;399,05;243,94;1345,72;NA;3,63;14,55;1756,67;139,81;113,3;Apr 47
05.06.86;317,144;NA;4;NA;1612,6;NA;NA;NA;400,03;245,65;1355,58;NA;3,63;14,55;1748,56;139,81;113,3;4.452
06.06.86;319,362;NA;4;NA;1611,9;NA;NA;NA;400,25;245,67;1366,54;NA;3,6;14,83;1747,09;139,81;113,3;4.432
09.06.86;315,784;NA;4,06;NA;1604,6;NA;NA;NA;394,73;239,96;1394,43;NA;3,6;14,83;1748,24;139,81;113,3;4.489
10.06.86;315,652;NA;4,11;NA;1586,4;NA;NA;NA;392,83;239,58;1384,11;NA;3,6;14,83;1751,36;139,81;113,3;4.619
11.06.86;318,299;NA;4,16;NA;1571,4;NA;NA;NA;395,44;241,13;1386,39;NA;3,6;14,83;1751,36;139,81;113,3;4.589
12.06.86;318,683;NA;4,15;NA;1571,8;NA;NA;NA;396,53;241,49;1408,88;NA;3,6;14,83;1752,79;139,81;113,3;1
13.06.86;321,902;NA;4,14;NA;1582,4;NA;NA;NA;399,59;245,73;1420,79;NA;3,56;14,99;1765,65;139,81;113,3;4.579
16.06.86;323,298;NA;4,11;NA;1593,6;NA;NA;NA;398,54;246,13;1449,28;NA;3,56;14,99;1765,65;139,81;113,3;4.491
17.06.86;320,838;NA;4,09;NA;1605,3;NA;NA;NA;396,28;244,35;1449,28;NA;3,56;14,99;1789,34;139,81;113,3;4.453
18.06.86;320,618;NA;4,06;NA;1619;NA;NA;NA;395,24;244,99;1422,16;NA;3,56;14,99;1789,78;139,81;113,3;4.429
19.06.86;320,046;NA;4,02;NA;1629,6;NA;NA;NA;396,4;244,06;1400,69;NA;3,56;14,99;1778,29;139,81;113,3;4.423
20.06.86;322,167;NA;4,03;NA;1637,2;NA;NA;NA;396,88;247,58;1386,02;NA;3,57;14,93;1781,04;139,81;113,3;4.404
23.06.86;320,232;NA;4,06;NA;1622,8;NA;NA;NA;396,83;245,26;1397,01;NA;3,57;14,93;1777,15;139,81;113,3;4.227
24.06.86;323,05;NA;4,06;NA;1624,9;NA;NA;NA;398,92;247,03;1368,33;NA;3,57;14,93;1763,9;139,81;113,3;4.264
25.06.86;325,565;NA;4,05;NA;1629,4;NA;NA;NA;402,22;248,93;1361,97;NA;3,57;14,93;1759,72;139,81;113,3;4.291
26.06.86;325,217;NA;4,03;NA;1637,5;NA;NA;NA;402,87;248,74;1361,4;NA;3,57;14,93;1750,38;139,81;113,3;4.279
27.06.86;325,608;NA;4,04;NA;1639,1;NA;NA;NA;403,53;249,6;1381,33;NA;3,64;14,63;1750,98;139,81;113,3;4.258
30.06.86;328,041;NA;4,01;NA;1649,8;NA;NA;NA;405,51;250,84;1357,45;NA;3,64;14,63;1739,11;141,5;115,13;4.232
01.07.86;329,84;NA;3,99;NA;1660,8;NA;NA;NA;407,61;252,04;1342,77;NA;3,64;14,63;1733,51;141,5;115,13;4.263
02.07.86;330,164;NA;3,99;NA;1656,7;NA;NA;NA;409,48;252,7;1354,93;NA;3,64;14,63;1760,21;141,5;115,13;4.192
03.07.86;331,437;NA;3,99;NA;1656,2;NA;NA;NA;411,16;251,79;1341,01;NA;3,64;14,63;1757,58;141,5;115,13;4.231
04.07.86;330,999;NA;4,01;NA;1649,4;NA;NA;NA;411,16;251,79;1315,73;NA;3,63;14,68;1756,76;141,5;115,13;1
07.07.86;326,686;NA;4,05;NA;1631;NA;NA;NA;400,96;244,05;1284,47;NA;3,63;14,68;1761,52;141,5;115,13;4.264
08.07.86;324,743;NA;4,14;NA;1599;NA;NA;NA;390,65;241,59;1288,99;NA;3,63;14,68;1752,24;141,5;115,13;4.291
09.07.86;323,724;NA;4,11;NA;1614,6;NA;NA;NA;393,39;242,82;1297,12;NA;3,63;14,68;1747,61;141,5;115,13;4.279
10.07.86;324,552;NA;4,06;NA;1626,7;NA;NA;NA;392,03;243,01;1327,04;NA;3,63;14,68;1718,3;141,5;115,13;4.258
11.07.86;324,955;NA;4,08;NA;1626,4;NA;NA;NA;391,55;242,22;1339,04;NA;3,7;14,39;1721,69;141,5;115,13;4.232
14.07.86;321,604;NA;4,14;NA;1597,3;NA;NA;NA;384,8;238,11;1342,22;NA;3,7;14,39;1739,93;141,5;115,13;4.263
15.07.86;319,867;NA;4,16;NA;1593;NA;NA;NA;378,7;233,66;1309,55;NA;3,7;14,39;1764,13;141,5;115,13;4.192
16.07.86;320,607;NA;4,16;NA;1597,3;NA;NA;NA;379,73;235,01;1271,42;NA;3,7;14,39;1763,38;141,5;115,13;4.231
17.07.86;323,188;NA;4,13;NA;1609,3;NA;NA;NA;381,59;236,07;1290,27;NA;3,7;14,39;1759,71;141,5;115,13;Apr 24
18.07.86;322,963;NA;4,18;NA;1584,4;NA;NA;NA;381,07;236,36;1290,51;NA;3,7;14,4;1759,6;141,5;115,13;4.117
21.07.86;323,05;NA;4,25;NA;1560,2;NA;NA;NA;379,46;236,24;1257,54;NA;3,7;14,4;1777,73;141,5;115,13;4.217
22.07.86;324,548;NA;4,26;NA;1559,2;NA;NA;NA;379,87;238,18;1248,58;NA;3,7;14,4;1791,53;141,5;115,13;4.289
23.07.86;325,675;NA;4,22;NA;1572,3;NA;NA;NA;379,85;238,67;1269,15;NA;3,7;14,4;1816,96;141,5;115,13;4.293
24.07.86;328,547;NA;4,28;NA;1547,7;NA;NA;NA;378,74;237,95;1292,25;NA;3,7;14,4;1836;141,5;115,13;Apr 24
25.07.86;329,346;NA;4,32;NA;1545,8;NA;NA;NA;379,83;240,22;1306,12;NA;3,6;14,7;1843,57;141,5;115,13;4.164
28.07.86;328,425;NA;4,31;NA;1549,4;NA;NA;NA;374,78;236,01;1289,92;NA;3,6;14,7;1847,29;141,5;115,13;4.197
29.07.86;326,334;NA;4,26;NA;1556,4;NA;NA;NA;372,03;234,55;1285,91;NA;3,6;14,7;1860,01;141,5;115,13;4.189
30.07.86;330,032;NA;4,22;NA;1566,3;NA;NA;NA;370,83;236,59;1292,39;NA;3,95;16,18;1847,94;141,5;115,13;4.141
31.07.86;330,052;NA;4,26;NA;1558,1;NA;NA;NA;371,37;236,12;1288,6;NA;3,95;16,18;1855,46;133,97;107,17;4.128
01.08.86;328,001;NA;4,25;NA;1561,8;NA;NA;NA;370,66;234,91;1282,63;NA;3,4;15,3;1874,11;133,97;107,17;4.166
04.08.86;328,029;NA;4,28;NA;1545,4;NA;NA;NA;366,66;235,99;1294,34;NA;3,4;15,3;1906,28;133,97;107,17;4.078
05.08.86;330,162;NA;4,25;NA;1561,6;NA;NA;NA;366,75;237,03;1320,67;NA;3,4;15,3;1889,04;133,97;107,17;4.112
06.08.86;329,731;NA;4,31;NA;1540,4;NA;NA;NA;364,73;236,84;1324,01;NA;3,4;15,3;1887,83;133,97;107,17;04. Jun
07.08.86;331,236;NA;4,35;NA;1529,9;NA;NA;NA;365,05;237,04;1337,34;NA;3,4;15,3;1920,18;133,97;107,17;4.047
08.08.86;332,228;NA;4,36;NA;1526,7;NA;NA;NA;365,87;236,88;1391,97;NA;3,5;15,3;1931,29;133,97;107,17;3.984
11.08.86;336,955;NA;4,33;NA;1542,8;NA;NA;NA;369,94;240,68;1415,58;NA;3,5;15,3;1927,04;133,97;107,17;4.022
12.08.86;340,729;NA;4,27;NA;1558,2;NA;NA;NA;373,28;243,34;1415,86;NA;3,5;15,3;1905;133,97;107,17;4.033
13.08.86;345,142;NA;4,22;NA;1581;NA;NA;NA;376,92;245,67;1437,88;NA;3,5;15,3;1908,02;133,97;107,17;3.995
14.08.86;348,682;NA;4,2;NA;1588,2;NA;NA;NA;379,52;246,25;1439,17;NA;3,5;15,3;1925,16;133,97;107,17;4.006
15.08.86;350,314;NA;4,16;NA;1601,9;NA;NA;NA;380,18;247,15;1425,87;NA;3,4;15,8;1935,76;133,97;107,17;04. Sep
18.08.86;353,41;NA;4,14;NA;1609;NA;NA;NA;379,27;247,38;1442,75;NA;3,4;15,8;1950,12;133,97;107,17;4.123
19.08.86;354,795;NA;4,15;NA;1604,4;NA;NA;NA;378,82;246,51;1472,66;NA;3,4;15,8;1935,69;133,97;107,17;4.189
20.08.86;359,153;NA;4,16;NA;1604,6;NA;NA;NA;380,93;249,77;1447,38;NA;3,4;15,8;1941,28;133,97;107,17;4.166
21.08.86;358,522;NA;4,15;NA;1606,8;NA;NA;NA;381,15;249,67;1466,61;NA;3,4;15,8;1941,36;133,97;107,17;4.173
22.08.86;357,35;NA;4,16;NA;1607,1;NA;NA;NA;381,52;250,19;1469,06;NA;3,4;15,8;1946,03;133,97;107,17;4.226
25.08.86;355,804;NA;4,16;NA;1607,1;NA;NA;NA;379,26;247,81;1483,33;NA;3,4;15,8;1946,03;133,97;107,17;4.246
26.08.86;358,159;NA;4,14;NA;1616,2;NA;NA;NA;380,5;252,84;1464,63;NA;3,4;15,8;1917;133,97;107,17;4.129
27.08.86;356,97;NA;4,1;NA;1629,8;NA;NA;NA;381,69;253,3;1484,53;NA;3,4;15,8;1932,99;133,97;107,17;4.138
28.08.86;355,543;NA;4,08;NA;1636,8;NA;NA;NA;382,4;252,84;1479,73;NA;3,4;15,8;1934,2;133,97;107,17;4.103
29.08.86;358,26;NA;4,02;NA;1661,2;NA;NA;NA;382,86;252,93;1497,5;NA;3,4;15,9;1913;146,23;111,77;4.059
01.09.86;360,838;NA;3,98;NA;1672,8;NA;NA;NA;382,86;252,93;1502,7;NA;3,4;15,9;1903,02;146,23;111,77;4.024
02.09.86;357,385;NA;4;NA;1667,8;NA;NA;NA;380,14;248,52;1506,04;NA;3,4;15,9;1930,61;146,23;111,77;4.063
03.09.86;356,262;NA;3,99;NA;1670,7;NA;NA;NA;378,88;250,08;1488,58;NA;3,4;15,9;1944,99;146,23;111,77;4.045
04.09.86;359,834;NA;3,98;NA;1680,3;NA;NA;NA;381,03;253,83;1486,12;NA;3,4;15,9;1946,7;146,23;111,77;4.036
05.09.86;359,613;NA;3,96;NA;1684,8;NA;NA;NA;378,36;250,47;1497,62;NA;3,4;15,6;1968,53;146,23;111,77;3.984
08.09.86;354,632;NA;4,01;NA;1666,6;NA;NA;NA;372,01;248,14;1477,99;NA;3,4;15,6;1969,98;146,23;111,77;4.007
09.09.86;354,177;NA;3,99;NA;1673,4;NA;NA;NA;369,55;247,67;1467,4;NA;3,4;15,6;1966,02;146,23;111,77;3.978
10.09.86;355,937;NA;4,02;NA;1663,5;NA;NA;NA;366,8;247,06;1479,75;NA;3,4;15,6;1976,16;146,23;111,77;3.976
11.09.86;346,918;NA;4,05;NA;1636,5;NA;NA;NA;353,34;235,18;1478;NA;3,4;15,6;1997,92;146,23;111,77;4.001
12.09.86;340,739;NA;4,17;NA;1608,6;NA;NA;NA;346,78;230,67;1456,21;NA;3,3;16,1;1966,33;146,23;111,77;4.085
15.09.86;342,804;NA;4,13;NA;1628,3;NA;NA;NA;345,86;231,94;1456,87;NA;3,3;16,1;1942,34;146,23;111,77;4.054
16.09.86;336,086;NA;4,23;NA;1596,7;NA;NA;NA;343,67;231,72;1449,63;NA;3,3;16,1;1927,97;146,23;111,77;4.029
17.09.86;336,458;NA;4,2;NA;1610,4;NA;NA;NA;346,9;231,68;1420,57;NA;3,3;16,1;1921,99;146,23;111,77;4.072
18.09.86;338,604;NA;4,16;NA;1614,2;NA;NA;NA;348,6;232,31;1397,96;NA;3,3;16,1;1925,82;146,23;111,77;4.054
19.09.86;340,254;NA;4,21;NA;1600,4;NA;NA;NA;349,43;232,21;1410,57;NA;3,3;16,1;1925,82;146,23;111,77;4.079
22.09.86;340,962;NA;4,18;NA;1617,1;NA;NA;NA;352,55;234,93;1417,2;NA;3,3;16,1;1953,6;146,23;111,77;4.077
23.09.86;340,904;NA;4,18;NA;1610;NA;NA;NA;353,37;235,67;1447;NA;3,3;16,1;1992,6;146,23;111,77;4.177
24.09.86;343,231;NA;4,2;NA;1603,4;NA;NA;NA;354,52;236,28;1436,13;NA;3,3;16,1;2008,3;146,23;111,77;4.222
25.09.86;339,915;NA;4,26;NA;1575,9;NA;NA;NA;351,49;231,83;1438,67;NA;3,3;16,1;2011,7;146,23;111,77;Apr 23
26.09.86;342,214;NA;4,33;NA;1568,6;NA;NA;NA;351,61;232,23;1416,51;NA;3,4;15,8;2034,36;146,23;111,77;4.247
29.09.86;343,65;NA;4,37;NA;1539,2;NA;NA;NA;347,83;229,91;1401,63;NA;3,4;15,8;2064,3;146,23;111,77;4.251
30.09.86;343,351;NA;4,33;NA;1555,8;NA;NA;NA;350,67;231,32;1408,02;NA;3,4;15,8;2068,44;135,69;99,55;4.186
01.10.86;343,869;NA;4,26;NA;1578,3;NA;NA;NA;352,34;233,6;1443,2;NA;3,4;15,8;2090,24;135,69;99,55;4.192
02.10.86;340,729;NA;4,26;NA;1573,1;NA;NA;NA;352,59;233,92;1448,99;NA;3,4;15,8;2120,14;135,69;99,55;4.209
03.10.86;341,944;NA;4,29;NA;1560,8;NA;NA;NA;352,75;233,71;1444,66;NA;3,2;16,7;2134,8;135,69;99,55;4.129
06.10.86;342,695;NA;4,25;NA;1578,9;NA;NA;NA;353,2;234,78;1440,81;NA;3,2;16,7;2084,93;135,69;99,55;4.117
07.10.86;344,156;NA;4,21;NA;1592,3;NA;NA;NA;352,38;234,41;1454,64;NA;3,2;16,7;2162,76;135,69;99,55;4.205
08.10.86;345,266;NA;4,23;NA;1587,8;NA;NA;NA;352,9;236,68;1443,42;NA;3,2;16,7;2204,41;135,69;99,55;4.184
09.10.86;346,605;NA;4,16;NA;1608,6;NA;NA;NA;353,06;235,85;1440,44;NA;3,2;16,7;2271,15;135,69;99,55;4.188
10.10.86;346,699;NA;4,2;NA;1599,4;NA;NA;NA;353,53;235,48;1429,54;NA;3,1;17;2279,52;135,69;99,55;4.203
13.10.86;345,005;NA;4,17;NA;1612,3;NA;NA;NA;354,05;235,91;1421,69;NA;3,1;17;2279,52;135,69;99,55;4.234
14.10.86;344,73;NA;4,21;NA;1592,5;NA;NA;NA;353,77;235,37;1433,18;NA;3,1;17;2249,22;135,69;99,55;4.322
15.10.86;343,94;NA;4,19;NA;1607,5;NA;NA;NA;355,65;238,8;1418,42;NA;3,1;17;2289,65;135,69;99,55;4.355
16.10.86;343,581;NA;4,2;NA;1605;NA;NA;NA;356,34;239,53;1420,94;NA;3,1;17;2277,77;135,69;99,55;4.369
17.10.86;342,113;NA;4,19;NA;1610;NA;NA;NA;355,72;238,84;1399,79;NA;2,9;18,2;2234,89;135,69;99,55;4.416
20.10.86;337,927;NA;4,24;NA;1590,2;NA;NA;NA;353,51;235,97;1395,07;NA;2,9;18,2;2227,76;135,69;99,55;4.256
21.10.86;335,08;NA;4,24;NA;1591,2;NA;NA;NA;353,1;235,88;1406,79;NA;2,9;18,2;2238,29;135,69;99,55;4.228
22.10.86;331,692;NA;4,24;NA;1589,6;NA;NA;NA;353,92;236,26;1401,68;NA;2,9;18,2;2238,29;135,69;99,55;4.226
23.10.86;334,966;NA;4,29;NA;1572,5;NA;NA;NA;356,2;239,28;1410,61;NA;2,9;18,2;2254,79;135,69;99,55;04. Dec
24.10.86;329,864;NA;4,28;NA;1577,1;NA;NA;NA;356,66;238,26;1429,15;NA;3,1;17,3;2286,07;135,69;99,55;4.176
27.10.86;330,354;NA;4,26;NA;1586,2;NA;NA;NA;356,58;238,77;1420,61;NA;3,1;17,3;2343,66;135,69;99,55;4.155
28.10.86;332,965;NA;4,27;NA;1583,6;NA;NA;NA;357,2;239,26;1400,72;NA;3,1;17,3;2355,93;135,69;99,55;4.153
29.10.86;334,242;NA;4,23;NA;1597;NA;NA;NA;358,45;240,94;1384,13;NA;3,1;17,3;2345,24;135,69;99,55;4.128
30.10.86;339,146;NA;4,18;NA;1615,8;NA;NA;NA;361,05;243,71;1410,16;NA;3,1;17,3;2312,81;135,69;99,55;4.078
31.10.86;336,821;NA;4,14;NA;1632,1;NA;NA;NA;360,77;243,98;1426,32;NA;3;17,7;2315,63;141,77;105,86;4.187
03.11.86;337,382;NA;4,11;NA;1639,2;NA;NA;NA;361,14;245,8;1432,73;NA;3;17,7;2258,78;141,77;105,86;4.203
04.11.86;338,319;NA;4,13;NA;1637,7;NA;NA;NA;361,89;246,2;1437,4;NA;3;17,7;2265,82;141,77;105,86;4.185
05.11.86;337,363;NA;4,12;NA;1644,4;NA;NA;NA;362,08;246,58;1424,2;NA;3;17,7;2203,71;141,77;105,86;4.168
06.11.86;338,605;NA;4,09;NA;1648,5;NA;NA;NA;361,23;245,87;1429,39;NA;3;17,7;2230,65;141,77;105,86;4.201
07.11.86;339,022;NA;4,08;NA;1662,6;NA;NA;NA;360,99;245,77;1429,93;NA;3;17,4;2218,38;141,77;105,86;4.218
10.11.86;340,793;NA;4,08;NA;1656,2;NA;NA;NA;359,98;246,13;1425,68;NA;3;17,4;2206,76;141,77;105,86;4.302
11.11.86;342,723;NA;4,08;NA;1660,9;NA;NA;NA;361,31;247,08;1412,39;NA;3;17,4;2207,25;141,77;105,86;4.296
12.11.86;344,074;NA;4,08;NA;1654,5;NA;NA;NA;361,19;246,64;1403,01;NA;3;17,4;2239,71;141,77;105,86;4.324
13.11.86;341,013;NA;4,12;NA;1644,6;NA;NA;NA;358;243,02;1411,26;NA;3;17,4;2261,45;141,77;105,86;4.259
14.11.86;341,03;NA;4,13;NA;1644,3;NA;NA;NA;358,59;244,5;1408,84;NA;3;17,4;2244,03;141,77;105,86;4.222
17.11.86;337,495;NA;4,17;NA;1628,6;NA;NA;NA;357,07;243,21;1396,35;NA;3;17,4;2242,89;141,77;105,86;4.216
18.11.86;334,072;NA;4,18;NA;1617,5;NA;NA;NA;352,62;236,78;1402,91;NA;3;17,4;2249,97;141,77;105,86;4.295
19.11.86;334,425;NA;4,24;NA;1604,3;NA;NA;NA;349,8;237,66;1402,91;NA;3;17,4;2243,34;141,77;105,86;4.287
20.11.86;337,106;NA;4,21;NA;1610,7;NA;NA;NA;352,18;242,05;1411,98;NA;3;17,4;2245,95;141,77;105,86;4.263
21.11.86;340,245;NA;4,19;NA;1624,9;NA;NA;NA;354,65;245,86;1435,01;NA;3,1;16,6;2273,98;141,77;105,86;4.275
24.11.86;343,229;NA;4,16;NA;1636,5;NA;NA;NA;356,1;247,45;1451,7;NA;3,1;16,6;2343,59;141,77;105,86;4.273
25.11.86;345,599;NA;4,19;NA;1619,3;NA;NA;NA;356,95;248,17;1456,91;NA;3,1;16,6;2361,12;141,77;105,86;4.244
26.11.86;346,549;NA;4,19;NA;1633;NA;NA;NA;358,15;248,77;1456,91;NA;3,1;16,6;2377,71;141,77;105,86;1
27.11.86;347,685;NA;4,16;NA;1632,5;NA;NA;NA;358,15;248,77;1461,71;NA;3,1;16,6;2354,33;141,77;105,86;4.238
28.11.86;350,458;NA;4,16;NA;1636,7;NA;NA;NA;359,57;249,22;1466,28;NA;3,1;16,9;2418,75;144,51;108,91;4.167
01.12.86;351,79;NA;4,21;NA;1617,8;NA;NA;NA;357,87;249,05;1453,12;NA;3,1;16,9;2452,15;144,51;108,91;Apr 22
02.12.86;353,65;NA;4,18;NA;1625,5;NA;NA;NA;360,71;254;1452,67;NA;3,1;16,9;2458,2;144,51;108,91;4.193
03.12.86;355,872;NA;4,22;NA;1615,1;NA;NA;NA;363,04;253,85;1470,41;NA;3,1;16,9;2460;144,51;108,91;4.175
04.12.86;357,302;NA;4,24;NA;1610,1;NA;NA;NA;364,07;253,04;1460,22;NA;3,1;16,9;2430,52;144,51;108,91;4.171
05.12.86;355,854;NA;4,23;NA;1613,5;NA;NA;NA;362,96;251,17;1463,9;NA;3;17,5;2400,72;144,51;108,91;4.144
08.12.86;355,303;NA;4,27;NA;1623,4;NA;NA;NA;361,01;251,16;1455,94;NA;3;17,5;2431,29;144,51;108,91;4.124
09.12.86;353,379;NA;4,25;NA;1635,9;NA;NA;NA;359,03;249,28;1455,31;NA;3;17,5;2440,35;144,51;108,91;04. Feb
10.12.86;355,044;NA;4,25;NA;1634,6;NA;NA;NA;359,05;250,96;1452,82;NA;3;17,5;2442,59;144,51;108,91;04. Feb
11.12.86;353,8;NA;4,23;NA;1634;NA;NA;NA;357,73;248,17;1448,1;NA;3;17,5;2467,13;144,51;108,91;4.228
12.12.86;353,733;NA;4,27;NA;1629,8;NA;NA;NA;355,93;247,35;1444,15;NA;2,9;17,8;2463,23;144,51;108,91;4.146
15.12.86;354,423;NA;4,26;NA;1637;NA;NA;NA;353,32;248,21;1436,27;NA;2,9;17,8;2449,43;144,51;108,91;4.132
16.12.86;355,743;NA;4,26;NA;1637,9;NA;NA;NA;353,77;250,04;1446,98;NA;2,9;17,8;2440,68;144,51;108,91;4.144
17.12.86;353,928;NA;4,27;NA;1636,3;NA;NA;NA;352,29;247,56;1436,98;NA;2,9;17,8;2411,08;144,51;108,91;4.145
18.12.86;353,088;NA;4,28;NA;1630,6;NA;NA;NA;351,38;246,78;1429,95;NA;2,9;17,8;2422,22;144,51;108,91;4.169
19.12.86;356,319;NA;4,29;NA;1632,2;NA;NA;NA;352,24;249,73;1428,2;NA;2,9;18,3;2463,81;144,51;108,91;4.083
22.12.86;357,674;NA;4,24;NA;1652,2;NA;NA;NA;351,3;248,75;1421,62;NA;2,9;18,3;2503,77;144,51;108,91;4.056
23.12.86;356,306;NA;4,21;NA;1660,9;NA;NA;NA;348,76;246,34;1435,64;NA;2,9;18,3;2501,94;144,51;108,91;4.023
24.12.86;357,898;NA;4,19;NA;1665,1;NA;NA;NA;349,62;246,75;1435,64;NA;2,9;18,3;2523,92;144,51;108,91;3.986
25.12.86;357,425;NA;4,19;NA;1665,1;NA;NA;NA;349,62;246,75;1435,64;NA;2,9;18,3;2523,92;144,51;108,91;1
26.12.86;357,425;NA;4,19;NA;1665,1;NA;NA;NA;350,01;246,92;1435,64;NA;2,9;18,3;2523,92;144,51;108,91;4.091
29.12.86;358,645;NA;4,18;NA;1671,6;NA;NA;NA;348,03;244,67;1434,26;NA;2,9;18,3;2552,45;144,51;108,91;4.092
30.12.86;357,043;NA;4,18;NA;1673,1;NA;NA;NA;347,32;243,37;1432,25;NA;2,9;18,3;2559,36;144,51;108,91;4.077
31.12.86;356,825;NA;4,17;NA;1679;NA;NA;82,76;348,83;242,17;1432,25;NA;2,9;18,3;2568,3;140,16;106,51;4.102
01.01.87;356,825;NA;4,17;NA;1679;NA;NA;82,76;348,83;242,17;1432,25;NA;2,9;18,3;2568,3;140,16;106,51;Apr 16
02.01.87;361,263;NA;4,14;NA;1681,1;NA;NA;82,57;353,26;246,45;1413,17;NA;2,9;18,3;2540,06;140,16;106,51;4.185
05.01.87;365,026;NA;4,14;NA;1680;NA;NA;82,82;361,19;252,19;1421,88;NA;2,9;18,3;2552,4;140,16;106,51;4.264
06.01.87;368,191;NA;4,13;NA;1690,7;NA;NA;83,28;366,02;252,78;1434,26;NA;2,9;18,3;2583,87;140,16;106,51;4.291
07.01.87;369,264;NA;4,06;NA;1722,2;NA;NA;83,78;372,49;255,33;1418,05;NA;2,9;18,3;2607,11;140,16;106,51;4.271
08.01.87;369,719;NA;4;NA;1733,1;NA;NA;83,52;377,54;257,29;1382,34;NA;2,9;18,3;2603,33;140,16;106,51;4.289
09.01.87;370,447;NA;3,99;NA;1752,3;NA;NA;83,03;380,65;258,73;1348,72;NA;2,8;18,8;2561,73;140,16;106,51;Apr 27
12.01.87;372,099;NA;3,95;NA;1755,6;NA;NA;83,64;385,46;260,3;1336,44;NA;2,8;18,8;2614,87;140,16;106,51;4.381
13.01.87;372,208;NA;3,93;NA;1763,3;NA;NA;83;386,4;259,95;1326,7;NA;2,8;18,8;2590,83;140,16;106,51;4.371
14.01.87;378,956;NA;3,96;NA;1765,2;NA;NA;82,99;389,95;262,64;1331,2;NA;2,8;18,8;2578,23;140,16;106,51;4.381
15.01.87;382,56;NA;3,89;NA;1789;NA;NA;83,77;392,57;265,49;1353,4;NA;2,8;18,8;2559,12;140,16;106,51;4.383
16.01.87;387,136;NA;3,87;NA;1789;NA;NA;84,15;389,87;266,28;1356,79;NA;2,7;19;2542,57;140,16;106,51;1
19.01.87;393,699;NA;3,92;NA;1778,4;NA;NA;83,39;392,59;269,34;1328,3;NA;2,7;19;2460,46;140,16;106,51;4.315
20.01.87;390,769;NA;3,9;NA;1778,9;NA;NA;83,5;392,06;269,04;1330,49;NA;2,7;19;2449,88;140,16;106,51;4.314
21.01.87;389,646;NA;3,96;NA;1761,6;NA;NA;83,35;389,55;267,84;1332,32;NA;2,7;19;2533,9;140,16;106,51;4.397
22.01.87;396,881;NA;3,91;NA;1777,5;NA;NA;83,48;393,17;273,91;1336,78;NA;2,7;19;2536,94;140,16;106,51;4.528
23.01.87;393,429;NA;3,89;NA;1795,3;NA;NA;84,12;392,19;270,1;1347,75;NA;2,8;18,4;2499,43;140,16;106,51;4.469
26.01.87;392,879;NA;3,91;NA;1781,8;NA;NA;83,38;387,98;269,61;1309,03;NA;2,8;18,4;2484,35;140,16;106,51;4.546
27.01.87;397,829;NA;3,84;NA;1814,4;NA;NA;83,64;390,75;273,75;1294,76;NA;2,8;18,4;2524,01;140,16;106,51;4.514
28.01.87;401,568;NA;3,83;NA;1812,1;NA;NA;81,87;392,04;275,4;1249,94;NA;2,8;18,4;2553,25;140,16;106,51;4.551
29.01.87;399,89;NA;3,85;NA;1798,1;NA;NA;82,31;390,98;274,24;1272,92;NA;2,8;18,4;2553,25;140,16;106,51;4.508
30.01.87;398,106;NA;3,85;NA;1808,3;NA;NA;83,2;392,06;274,08;1294,45;NA;2,8;18,4;2553,25;158,69;121,1;4.468
02.02.87;402,377;NA;3,81;NA;1832,8;NA;NA;83,03;397,18;276,45;1276,38;NA;2,8;18,4;2585,22;158,69;121,1;4.511
03.02.87;402,12;NA;3,8;NA;1828,6;NA;NA;82,31;399,38;275,99;1241,23;NA;2,8;18,4;2606,38;158,69;121,1;4.527
04.02.87;402,263;NA;3,78;NA;1846,7;NA;NA;82,72;403,12;279,64;1216,31;NA;2,8;18,4;2636,63;158,69;121,1;4.647
05.02.87;401,625;NA;3,74;NA;1866,1;NA;NA;82,89;405,7;281,16;1229,63;NA;2,8;18,4;2652,14;158,69;121,1;4.588
06.02.87;399,616;NA;3,69;NA;1898,4;NA;NA;83,87;406,91;280,04;1250,68;NA;2,8;19,2;2673,57;158,69;121,1;4.599
09.02.87;400,577;NA;3,65;NA;1910,7;NA;NA;84,03;405,78;278,16;1269,94;NA;2,8;19,2;2713,67;158,69;121,1;4.644
10.02.87;400,301;NA;3,68;NA;1874,9;NA;NA;82,91;403,5;275,07;1254,36;NA;2,8;19,2;2694,85;158,69;121,1;4.581
