;MSCI WORLD U$ - PRICE INDEX;MSCI EM U$ - PRICE INDEX;FTSE 100 - DIVIDEND YIELD;FTSE 100 - PER;FTSE 100 - PRICE INDEX;STOXX EUROPE 600 E - DIVIDEND YIELD;STOXX EUROPE 600 E - PER;STOXX EUROPE 600 E - PRICE INDEX;NASDAQ COMPOSITE - PRICE INDEX;S&P 500 COMPOSITE - PRICE INDEX;DAX PERFORMANCE - PRICE INDEX;S&P SMALLCAP 600 VALUE - PRICE INDEX;HANG SENG - DIVIDEND YIELD;HANG SENG - PER;HANG SENG - PRICE INDEX;S&P 500 VALUE - PRICE INDEX;S&P 500 GROWTH - PRICE INDEX;Yield
11.02.87;400,378;NA;3,68;NA;1895,8;NA;NA;83,31;408,25;277,54;1253,62;NA;2,8;19,2;2739,47;158,69;121,1;4.552
12.02.87;400,564;NA;3,71;NA;1878,6;NA;NA;83,22;409,18;275,62;1265,63;NA;2,8;19,2;2754,72;158,69;121,1;4.488
13.02.87;399,67;NA;3,68;NA;1898,1;NA;NA;83,75;412,48;279,7;1277,46;NA;2,7;19,7;2740,49;158,69;121,1;4.451
16.02.87;399,959;NA;3,62;NA;1925,8;NA;NA;84,22;412,48;279,7;1260,31;NA;2,7;19,7;2766,06;158,69;121,1;4.462
17.02.87;404,657;NA;3,59;NA;1942;NA;NA;84,24;418,18;285,49;1232,9;NA;2,7;19,7;2792,08;158,69;121,1;4.472
18.02.87;405,581;NA;3,55;NA;1952;NA;NA;84,73;417,09;285,42;1249,04;NA;2,7;19,7;2801,48;158,69;121,1;4.426
19.02.87;407,151;NA;3,62;NA;1930,1;NA;NA;84,75;417,03;285,57;1276,75;NA;2,7;19,7;2775,82;158,69;121,1;4.488
20.02.87;408,113;NA;3,56;NA;1961,5;NA;NA;85,26;417,24;285,48;1265,44;NA;2,7;19,7;2827,4;158,69;121,1;1
23.02.87;404,199;NA;3,59;NA;1939,7;NA;NA;84,74;415,22;282,38;1242,94;NA;2,7;19,7;2879,01;158,69;121,1;4.474
24.02.87;406,532;NA;3,58;NA;1946,8;NA;NA;84,96;417,39;282,88;1239,86;NA;2,7;19,7;2848,19;158,69;121,1;4.438
25.02.87;408,517;NA;3,54;NA;1973,1;NA;NA;84,99;421,01;284;1250,98;NA;2,7;19,7;2873,58;158,69;121,1;4.358
26.02.87;409,976;NA;3,53;NA;1980,2;NA;NA;85,39;422,93;282,96;1243,87;NA;2,7;19,7;2843,6;158,69;121,1;4.366
27.02.87;410,589;NA;3,52;NA;1979,2;NA;NA;85,73;424,97;284,2;1244,36;NA;2,5;20,8;2877,87;160,75;129,45;4.314
02.03.87;412,78;NA;3,5;NA;1983,1;NA;NA;86,22;423,91;283;1236,55;NA;2,5;20,8;2894,26;160,75;129,45;4.247
03.03.87;414,093;NA;3,52;NA;1998,3;NA;NA;86,1;423,56;284,12;1244,02;NA;2,5;20,8;2939,05;160,75;129,45;4.274
04.03.87;418,662;NA;3,48;NA;2002,7;NA;NA;86,98;426,74;288,62;1256,7;NA;2,5;20,8;2890,93;160,75;129,45;4.217
05.03.87;419,621;NA;3,48;NA;2002,8;NA;NA;87,63;429;290,52;1273,63;NA;2,5;20,8;2798,44;160,75;129,45;4.191
06.03.87;419,187;NA;3,52;NA;1998,2;NA;NA;87,65;429,45;290,66;1262,8;NA;2,5;21,2;2798,64;160,75;129,45;4.302
09.03.87;417,223;NA;3,56;NA;1973,7;NA;NA;87,76;426,79;288,3;1275,19;NA;2,5;21,2;2820,38;160,75;129,45;4.251
10.03.87;419,034;NA;3,53;NA;1987,7;NA;NA;87,49;429,39;290,86;1264,03;NA;2,5;21,2;2731,05;160,75;129,45;4.255
11.03.87;418,719;NA;3,55;NA;1979,4;NA;NA;87,37;431,43;290,31;1253,39;NA;2,5;21,2;2760,9;160,75;129,45;4.271
12.03.87;420,841;NA;3,53;NA;1989,7;NA;NA;87,83;432,48;291,22;1250,23;NA;2,5;21,2;2750,14;160,75;129,45;4.229
13.03.87;421,004;NA;3,51;NA;2000;NA;NA;87,73;431,97;289,89;1243,09;NA;2,6;18,7;2721,17;160,75;129,45;4.148
16.03.87;420,77;NA;3,53;NA;1991,8;NA;NA;87,47;430,86;288,23;1238,37;NA;2,6;18,7;2669,57;160,75;129,45;04. Feb
17.03.87;425,589;NA;3,5;NA;2006,3;NA;NA;87,66;434,79;292,47;1220,85;NA;2,6;18,7;2629,28;160,75;129,45;4.194
18.03.87;427,407;NA;3,5;NA;2006,6;NA;NA;88,34;435,16;292,78;1214,38;NA;2,6;18,7;2724,01;160,75;129,45;Apr 17
19.03.87;426,272;NA;3,53;NA;1991;NA;NA;87,27;437;294,08;1179,83;NA;2,6;18,7;2721,28;160,75;129,45;4.192
20.03.87;429,869;NA;3,48;NA;2017,5;NA;NA;87,83;439,64;298,17;1196,12;NA;2,8;17,8;2780,55;160,75;129,45;4.158
23.03.87;434,402;NA;3,5;NA;2033;NA;NA;88,7;438,04;301,16;1217,32;NA;2,8;17,8;2813,4;160,75;129,45;4.264
24.03.87;437,002;NA;3,46;NA;2056,2;NA;NA;89,49;438,13;301,64;1235,58;NA;2,8;17,8;2828,07;160,75;129,45;4.288
25.03.87;436,414;NA;3,49;NA;2042,9;NA;NA;89,45;437,48;300,38;1240,45;NA;2,8;17,8;2831,5;160,75;129,45;4.204
26.03.87;437,511;NA;3,5;NA;2037,8;NA;NA;89,74;438,71;300,93;1270,5;NA;2,8;17,8;2783,12;160,75;129,45;1
27.03.87;441,483;NA;3,48;NA;2048,6;NA;NA;90,39;436,85;296,13;1306,8;NA;2,8;17,6;2798,74;160,75;129,45;4.206
30.03.87;436,178;NA;3,57;NA;2002,5;NA;NA;89,01;427,07;289,2;1296,76;NA;2,8;17,6;2774,88;160,75;129,45;4.176
31.03.87;435,354;NA;3,58;NA;1997,6;NA;NA;88,4;430,05;291,7;1301,71;NA;2,8;17,6;2713,81;166,12;132,57;4.121
01.04.87;437,373;NA;3,62;NA;1973,1;NA;NA;88,66;428,34;292,39;1332,54;NA;2,8;17,6;2695,91;166,12;132,57;4.135
02.04.87;439,547;NA;3,6;NA;1987,7;NA;NA;89,1;432,07;293,63;1334,32;NA;2,8;17,6;2709,41;166,12;132,57;4.121
03.04.87;445,604;NA;3,67;NA;1965,1;NA;NA;89,06;437,36;300,41;1335,33;NA;2,9;17,4;2679,99;166,12;132,57;4.094
06.04.87;448,592;NA;3,63;NA;1989,6;NA;NA;90,31;437,78;301,95;1358,2;NA;2,9;17,4;2679,99;166,12;132,57;4.119
07.04.87;446,754;NA;3,63;NA;1987;NA;NA;89,88;434,01;296,69;1331,35;NA;2,9;17,4;2664,7;166,12;132,57;4.127
08.04.87;446,42;NA;3,65;NA;1976,7;NA;NA;89,67;434,91;297,26;1337,45;NA;2,9;17,4;2729,55;166,12;132,57;4.062
09.04.87;447,013;NA;3,68;NA;1962,8;NA;NA;89,4;431,99;292,86;1327,37;NA;2,9;17,4;2785,47;166,12;132,57;4.031
10.04.87;454,116;NA;3,72;NA;1936,7;NA;NA;88,31;430,93;292,49;1297,95;NA;2,9;17,4;2766,41;166,12;132,57;04. Sep
13.04.87;448,053;NA;3,76;NA;1917,1;NA;NA;87,49;423,71;285,62;1282,22;NA;2,9;17,4;2708,94;166,12;132,57;4.084
14.04.87;453,091;NA;3,78;NA;1908,9;NA;NA;87,53;413,2;279,16;1299,96;NA;2,9;17,4;2668,35;166,12;132,57;4.071
15.04.87;455,65;NA;3,76;NA;1922,2;NA;NA;88,2;416,32;284,44;1312,12;NA;2,9;17,4;2693,62;166,12;132,57;3.987
16.04.87;459,544;NA;3,7;NA;1949,4;NA;NA;89,22;419,46;286,91;1323,28;NA;2,9;17,4;2721,12;166,12;132,57;Mar 89
17.04.87;459,544;NA;3,7;NA;1949,4;NA;NA;89,24;419,46;286,91;1323,28;NA;2,9;16,7;2721,12;166,12;132,57;3.913
20.04.87;461,116;NA;3,7;NA;1949,4;NA;NA;89,15;417,73;286,09;1323,28;NA;2,9;16,7;2721,12;166,12;132,57;3.981
21.04.87;466,576;NA;3,73;NA;1940,2;NA;NA;88,82;418,56;293,07;1312,6;NA;2,9;16,7;2713,36;166,12;132,57;3.956
22.04.87;463,043;NA;3,7;NA;1955,7;NA;NA;89,67;418,16;287,19;1343,66;NA;2,9;16,7;2716,89;166,12;132,57;3.907
23.04.87;462,897;NA;3,67;NA;1968,3;NA;NA;89,82;417,43;286,82;1336,11;NA;2,9;16,7;2719,89;166,12;132,57;3.939
24.04.87;463,719;NA;3,61;NA;2001,5;NA;NA;90,12;412,62;281,52;1315,21;NA;2,9;16,5;2707,61;166,12;132,57;3.952
27.04.87;456,142;NA;3,64;NA;1986,6;NA;NA;89,01;409,67;281,83;1282,11;NA;2,9;16,5;2636,47;166,12;132,57;4.055
28.04.87;453,997;NA;3,57;NA;2022,1;NA;NA;89,84;411,94;282,51;1310,52;NA;2,9;16,5;2617,08;166,12;132,57;4.094
29.04.87;453,867;NA;3,54;NA;2038,6;NA;NA;90,42;414,2;284,57;1314,43;NA;2,9;16,5;2589,54;166,12;132,57;4.113
30.04.87;460,209;NA;3,52;NA;2050,5;NA;NA;90,73;417,81;288,36;1308,14;NA;2,9;16,5;2659,85;164,7;130,67;4.111
01.05.87;464,551;NA;3,49;NA;2068,5;NA;NA;91,14;418,44;288,03;1308,14;NA;2,9;16,4;2685,37;164,7;130,67;4.071
04.05.87;468,115;NA;3,49;NA;2068,5;NA;NA;91,03;418,45;289,36;1309,63;NA;2,9;16,4;2685,75;164,7;130,67;4.076
05.05.87;473,411;NA;3,5;NA;2065,1;NA;NA;90,72;422,43;295,34;1311,41;NA;2,9;16,4;2713,83;164,7;130,67;4.117
06.05.87;473,454;NA;3,46;NA;2086,5;NA;NA;91,32;422,38;295,47;1326,7;NA;2,9;16,4;2792,89;164,7;130,67;4.047
07.05.87;473,865;NA;3,47;NA;2077,9;NA;NA;91,37;422,63;294,71;1328,86;NA;2,9;16,4;2785,56;164,7;130,67;3.946
08.05.87;476,529;NA;3,4;NA;2126,5;NA;NA;92,35;423,17;293,37;1324,95;NA;2,9;16,3;2805,06;164,7;130,67;3.957
11.05.87;475,658;NA;3,35;NA;2163,3;NA;NA;93,12;422,16;291,57;1323,35;NA;2,9;16,3;2846,93;164,7;130,67;3.925
12.05.87;476,075;NA;3,38;NA;2143,3;NA;NA;92,28;420,53;293,3;1314,05;NA;2,9;16,3;2853,42;164,7;130,67;3.907
13.05.87;473,822;NA;3,35;NA;2163,4;NA;NA;92,97;421,91;293,98;1324,88;NA;2,9;16,3;2833,53;164,7;130,67;3.974
14.05.87;476,497;NA;3,32;NA;2180;NA;NA;93,28;422,65;294,24;1312,46;NA;2,9;16,3;2853,92;164,7;130,67;3.988
15.05.87;473,527;NA;3,31;NA;2189,7;NA;NA;91,97;418,88;287,43;1310,82;NA;2,8;17;2872,19;164,7;130,67;3.921
18.05.87;468,047;NA;3,3;NA;2192,1;NA;NA;92,35;413,54;286,65;1294,83;NA;2,8;17;2875,45;164,7;130,67;4.055
19.05.87;462,289;NA;3,27;NA;2214,3;NA;NA;92,53;408,15;279,62;1299,21;NA;2,8;17;2881,47;164,7;130,67;4.111
20.05.87;454,991;NA;3,33;NA;2174;NA;NA;91,32;406,57;278,21;1270,99;NA;2,8;17;2878,1;164,7;130,67;4.074
21.05.87;455,919;NA;3,36;NA;2153,7;NA;NA;90,87;408,47;280,17;1283,18;NA;2,8;17;2870,91;164,7;130,67;4.068
22.05.87;459,202;NA;3,34;NA;2167,5;NA;NA;91,04;407,4;282,16;1283,3;NA;2,7;17,4;2897,62;164,7;130,67;4.099
25.05.87;462,3;NA;3,34;NA;2167,5;NA;NA;91,04;407,4;282,16;1280,73;NA;2,7;17,4;2926,1;164,7;130,67;4.099
26.05.87;461,919;NA;3,37;NA;2153,4;NA;NA;91,11;411,44;289,11;1293;NA;2,7;17,4;2935,88;164,7;130,67;4.148
27.05.87;459,417;NA;3,38;NA;2145,7;NA;NA;90,89;412,59;288,73;1306,39;NA;2,7;17,4;2941,17;164,7;130,67;4.162
28.05.87;459,366;NA;3,37;NA;2157,4;NA;NA;91,32;414,35;290,76;1306,39;NA;2,7;17,4;2949,06;164,7;130,67;4.181
29.05.87;460,177;NA;3,3;NA;2203;NA;NA;92,05;416,54;290,1;1316,43;NA;2,7;17,5;2919,7;165,26;131,76;1
01.06.87;463,067;NA;3,27;NA;2228,2;NA;NA;92,9;415,01;289,83;1328,89;NA;2,7;17,5;2919,7;165,26;131,76;4.171
02.06.87;463,957;NA;3,29;NA;2219,6;NA;NA;92,1;413,6;288,46;1310,67;NA;2,7;17,5;2934,19;165,26;131,76;4.226
03.06.87;466,489;NA;3,27;NA;2235,4;NA;NA;92,25;415,9;293,47;1311,79;NA;2,7;17,5;2985,1;165,26;131,76;4.185
04.06.87;468,358;NA;3,3;NA;2214,2;NA;NA;92,02;417,41;295,09;1306,28;NA;2,7;17,5;3023,6;165,26;131,76;Apr 16
05.06.87;466,937;NA;3,28;NA;2228,8;NA;NA;92,02;417,82;293,45;1308,18;NA;2,7;17,6;3064,33;165,26;131,76;4.282
08.06.87;471,973;NA;3,29;NA;2228,4;NA;NA;92,01;419,41;296,72;1308,18;NA;2,7;17,6;3068,06;165,26;131,76;4.222
09.06.87;473,11;NA;3,24;NA;2265,2;NA;NA;92,79;421,67;297,28;1302,49;NA;2,7;17,6;3108,57;165,26;131,76;Apr 25
10.06.87;477,624;NA;3,25;NA;2256,1;NA;NA;92,15;422,81;297,47;1303,79;NA;2,7;17,6;3097,33;165,26;131,76;4.228
11.06.87;479,292;NA;3,26;NA;2249,3;NA;NA;92,94;423,37;298,73;1311,34;NA;2,7;17,6;3087,52;165,26;131,76;4.262
12.06.87;480,279;NA;3,21;NA;2289,5;NA;NA;93,7;425,38;301,62;1313,16;NA;2,5;19;3129,88;165,26;131,76;4.193
15.06.87;478,031;NA;3,18;NA;2307,6;NA;NA;94,53;425,39;303,14;1339,27;NA;2,5;19;3129,88;165,26;131,76;4.282
16.06.87;479,263;NA;3,18;NA;2309;NA;NA;95,05;427,53;304,76;1346,26;NA;2,5;19;3170,88;165,26;131,76;4.316
17.06.87;479,78;NA;3,17;NA;2320,4;NA;NA;95,29;428,44;304,81;1346,26;NA;2,5;19;3178,62;165,26;131,76;Apr 34
18.06.87;477,693;NA;3,21;NA;2293,2;NA;NA;94,7;428,97;305,69;1346,26;NA;2,5;19;3133,74;165,26;131,76;4.296
19.06.87;473,392;NA;3,26;NA;2266,1;NA;NA;94,43;429,08;306,97;1377,69;NA;2,4;19,3;3165,64;165,26;131,76;4.316
22.06.87;468,253;NA;3,29;NA;2244,6;NA;NA;94,36;429,25;309,65;1390,45;NA;2,4;19,3;3131,19;165,26;131,76;4.392
23.06.87;468,233;NA;3,26;NA;2265,5;NA;NA;94,98;427,98;308,43;1401,61;NA;2,4;19,3;3110,41;165,26;131,76;4.426
24.06.87;469,469;NA;3,23;NA;2284;NA;NA;94,88;427,26;306,86;1371,03;NA;2,4;19,3;3178,98;165,26;131,76;4.392
25.06.87;470,333;NA;3,24;NA;2277,2;NA;NA;94,93;427,2;308,96;1395,02;NA;2,4;19,3;3136,31;165,26;131,76;4.396
26.06.87;470,067;NA;3,22;NA;2291,3;NA;NA;95,51;426,68;307,16;1408,56;NA;2,4;19,6;3138,68;165,26;131,76;4.328
29.06.87;464,592;NA;3,22;NA;2289,3;NA;NA;95,33;426,48;307,9;1397,78;NA;2,4;19,6;3151,98;165,26;131,76;Apr 25
30.06.87;459,236;NA;3,23;NA;2284,1;NA;NA;95,19;424,67;304;1382,56;NA;2,4;19,6;3178,19;172,97;138,25;4.287
01.07.87;458,182;NA;3,24;NA;2269,8;NA;NA;94,65;424,46;302,94;1383,05;NA;2,4;19,6;3163,99;172,97;138,25;4.213
02.07.87;462,406;NA;3,21;NA;2297,4;NA;NA;95,7;425,88;305,63;1399,97;NA;2,4;19,6;3229,15;172,97;138,25;4.273
03.07.87;460,573;NA;3,18;NA;2328,1;NA;NA;97,03;425,88;305,63;1419,27;NA;2,4;19,1;3208,84;172,97;138,25;1
06.07.87;454,725;NA;3,14;NA;2351,9;NA;NA;97,51;425,1;304,92;1408,11;NA;2,4;19,1;3220,68;172,97;138,25;4.206
07.07.87;456,086;NA;3,13;NA;2365,4;NA;NA;97,68;424,55;307,4;1414,21;NA;2,4;19,1;3236,41;172,97;138,25;4.211
08.07.87;453,882;NA;3,14;NA;2356,9;NA;NA;97,94;424,93;308,29;1419,2;NA;2,4;19,1;3251,38;172,97;138,25;4.211
09.07.87;456,422;NA;3,12;NA;2371;NA;NA;98,04;425,58;307,52;1411,28;NA;2,4;19,1;3225,97;172,97;138,25;4.184
10.07.87;458,962;NA;3,1;NA;2382;NA;NA;98,32;426;308,37;1419,76;NA;2,4;19,6;3207,21;172,97;138,25;4.171
13.07.87;458,439;NA;3,1;NA;2386,6;NA;NA;98,46;426,53;307,63;1431,03;NA;2,4;19,6;3216,11;172,97;138,25;4.161
14.07.87;459,291;NA;3,08;NA;2403;NA;NA;99,01;431,14;310,68;1440,47;NA;2,4;19,6;3253,42;172,97;138,25;4.192
15.07.87;462,292;NA;3,06;NA;2419,2;NA;NA;99,61;431,21;310,42;1462,16;NA;2,4;19,6;3262,3;172,97;138,25;4.174
16.07.87;464,382;NA;3,03;NA;2443,4;NA;NA;100,34;433,21;312,7;1455,8;NA;2,4;19,6;3305,82;172,97;138,25;4.094
17.07.87;461,457;NA;3,04;NA;2428,7;NA;NA;100,58;434,08;314,59;1472,57;NA;2,4;19,6;3342,13;172,97;138,25;4.014
20.07.87;454,446;NA;3,08;NA;2400,7;NA;NA;100,24;431,51;311,39;1483,84;NA;2,4;19,6;3386,09;172,97;138,25;4.035
21.07.87;450,465;NA;3,1;NA;2390,5;NA;NA;99,74;429,37;308,55;1472,94;NA;2,4;19,6;3353,78;172,97;138,25;4.044
22.07.87;446,96;NA;3,16;NA;2344,5;NA;NA;98,67;429,3;308,47;1460,33;NA;2,4;19,6;3380,41;172,97;138,25;4.101
23.07.87;450,504;NA;3,16;NA;2340,2;NA;NA;98,31;427,63;307,81;1443,78;NA;2,4;19,6;3366,82;172,97;138,25;4.141
24.07.87;459,077;NA;3,16;NA;2346,9;NA;NA;98,54;429,13;309,27;1459,66;NA;2,3;20,4;3343,6;172,97;138,25;4.147
27.07.87;460,525;NA;3,18;NA;2333,9;NA;NA;98,23;428,87;310,65;1454,49;NA;2,3;20,4;3346,87;172,97;138,25;4.124
28.07.87;462,834;NA;3,14;NA;2359,9;NA;NA;99,26;429,97;312,33;1468,89;NA;2,3;20,4;3337,46;172,97;138,25;4.176
29.07.87;465,705;NA;3,11;NA;2383,1;NA;NA;100,2;431,2;315,65;1478,07;NA;2,3;20,4;3389,73;172,97;138,25;4.133
30.07.87;466,427;NA;3,13;NA;2370,5;NA;NA;100,44;433,57;318,05;1501,88;NA;2,3;20,4;3419,28;172,97;138,25;Apr 17
31.07.87;467,738;NA;3,14;NA;2360,9;NA;NA;99,93;434,93;318,66;1510,54;NA;2;20,2;3479,24;179,64;145,51;4.217
03.08.87;466,34;NA;3,18;NA;2334,3;NA;NA;99,43;433,13;317,57;1507,38;NA;2;20,2;3514,25;179,64;145,51;4.279
04.08.87;460,76;NA;3,21;NA;2307,8;NA;NA;98,96;432,77;316,23;1520,21;NA;2;20,2;3531,88;179,64;145,51;4.253
05.08.87;463,371;NA;3,2;NA;2317,4;NA;NA;98,96;436,26;318,45;1536,73;NA;2;20,2;3517,13;179,64;145,51;4.244
06.08.87;466,816;NA;3,28;NA;2261,4;NA;NA;98,29;440,8;322,09;1550,19;NA;2;20,2;3497,95;179,64;145,51;Apr 17
07.08.87;466,706;NA;3,34;NA;2226,2;NA;NA;97,58;443,58;323;1559,53;NA;2,1;20,9;3536,19;179,64;145,51;4.187
10.08.87;472,233;NA;3,32;NA;2242,2;NA;NA;97,65;446,27;328;1552,98;NA;2,1;20,9;3543,76;179,64;145,51;4.251
11.08.87;476,823;NA;3,3;NA;2275,4;NA;NA;97,89;449,36;333,33;1559,3;NA;2,1;20,9;3546,52;179,64;145,51;4.296
12.08.87;479,438;NA;3,28;NA;2286,1;NA;NA;98,97;449,23;332,39;1548,89;NA;2,1;20,9;3557,43;179,64;145,51;4.285
13.08.87;480,776;NA;3,27;NA;2290,1;NA;NA;98,9;451,55;334,65;1542,83;NA;2,1;20,9;3514,27;179,64;145,51;4.259
14.08.87;482,596;NA;3,27;NA;2295,4;NA;NA;99,12;451,61;333,99;1563,06;NA;2,1;20,9;3512,15;179,64;145,51;4.304
17.08.87;481,317;NA;3,33;NA;2259,6;NA;NA;98,42;451,65;334,11;1570,28;NA;2,1;20,9;3510,66;179,64;145,51;4.332
18.08.87;481,32;NA;3,38;NA;2224,8;NA;NA;97,31;446,76;329,25;1552,68;NA;2,1;20,9;3504,87;179,64;145,51;4.387
19.08.87;481,947;NA;3,42;NA;2197,6;NA;NA;96,42;447,95;329,83;1530;NA;2,1;20,9;3450,64;179,64;145,51;4.371
20.08.87;487,702;NA;3,44;NA;2185,3;NA;NA;96,75;452,75;334,84;1544,2;NA;2,1;20,9;3408,01;179,64;145,51;4.346
21.08.87;493,333;NA;3,41;NA;2205,8;NA;NA;97,39;455,19;335,9;1546,66;NA;2,5;21,4;3446,59;179,64;145,51;4.395
24.08.87;495,323;NA;3,4;NA;2225,1;NA;NA;97,21;453,8;333,33;1536,06;NA;2,5;21,4;3391,26;179,64;145,51;4.362
25.08.87;495,43;NA;3,36;NA;2248,1;NA;NA;97,42;455,1;336,77;1529,62;NA;2,5;21,4;3447,3;179,64;145,51;4.362
26.08.87;494,322;NA;3,36;NA;2249,6;NA;NA;97,46;455,26;334,57;1536,58;NA;2,5;21,4;3526,26;179,64;145,51;4.395
27.08.87;495,874;NA;3,37;NA;2245,8;NA;NA;97,6;454,79;331,38;1531,82;NA;2,5;21,4;3583,33;179,64;145,51;4.445
28.08.87;493,268;NA;3,36;NA;2249,7;NA;NA;97,84;453,29;327,04;1540,15;NA;2,4;19,4;3611,74;179,64;145,51;4.467
31.08.87;494,701;NA;3,36;NA;2249,7;NA;NA;97,98;454,97;329,8;1537,81;NA;2,4;19,4;3611,74;185,33;151,39;4.481
01.09.87;492,18;NA;3,33;NA;2272,8;NA;NA;98,84;452,5;323,4;1547,7;NA;2,4;19,4;3644,28;185,33;151,39;4.499
02.09.87;491,116;NA;3,36;NA;2249,5;NA;NA;98,27;448,93;321,68;1537,21;NA;2,4;19,4;3635,86;185,33;151,39;4.477
03.09.87;488,51;NA;3,34;NA;2268,1;NA;NA;98,33;448,36;320,21;1516,75;NA;2,4;19,4;3653,95;185,33;151,39;4.469
04.09.87;486,917;NA;3,32;NA;2274,9;NA;NA;98,24;446,48;316,7;1500,17;NA;2,1;21,2;3654,48;185,33;151,39;1
07.09.87;482,054;NA;3,31;NA;2283,6;NA;NA;97,93;446,48;316,7;1471,83;NA;2,1;21,2;3646,33;185,33;151,39;4.435
08.09.87;480,936;NA;3,32;NA;2275;NA;NA;97,56;437,6;313,56;1481,42;NA;2,1;21,2;3601,54;185,33;151,39;4.392
09.09.87;479,288;NA;3,36;NA;2249,1;NA;NA;97,03;439,19;313,92;1491,95;NA;2,1;21,2;3577,64;185,33;151,39;4.448
10.09.87;478,161;NA;3,36;NA;2253,2;NA;NA;97,53;443,48;317,13;1507,2;NA;2,1;21,2;3600,96;185,33;151,39;Apr 54
11.09.87;482,16;NA;3,35;NA;2261,2;NA;NA;97,96;446,17;321,98;1509,88;NA;2,1;21,4;3660,5;185,33;151,39;4.589
14.09.87;480,057;NA;3,36;NA;2271,8;NA;NA;98,32;445,49;323,08;1531,07;NA;2,1;21,4;3649,84;185,33;151,39;4.554
15.09.87;478,491;NA;3,37;NA;2264,5;NA;NA;98,15;441,94;317,74;1524,79;NA;2,1;21,4;3646,92;185,33;151,39;4.569
16.09.87;476,684;NA;3,35;NA;2279,8;NA;NA;98,22;440,85;314,86;1515,38;NA;2,1;21,4;3604,64;185,33;151,39;4.557
17.09.87;476,939;NA;3,31;NA;2304,5;NA;NA;98,94;440,75;314,93;1509,73;NA;2,1;21,4;3571,36;185,33;151,39;4.569
18.09.87;477,906;NA;3,29;NA;2328,3;NA;NA;99,21;440,86;314,86;1502,62;NA;2;21,5;3649,96;185,33;151,39;Apr 61
21.09.87;474,425;NA;3,28;NA;2334,8;NA;NA;99,16;436,01;310,54;1496,86;NA;2;21,5;3667,95;185,33;151,39;4.653
22.09.87;478,777;NA;3,28;NA;2336,2;NA;NA;98,96;437,9;319,5;1495,74;NA;2;21,5;3695,53;185,33;151,39;4.663
23.09.87;480,301;NA;3,26;NA;2352,4;NA;NA;100,15;440,7;321,19;1503,11;NA;2;21,5;3763,11;185,33;151,39;4.628
24.09.87;479,507;NA;3,31;NA;2313,4;NA;NA;99,07;441,24;319,72;1498,34;NA;2;21,5;3768,42;185,33;151,39;4.559
25.09.87;481,495;NA;3,27;NA;2342,6;NA;NA;99,42;441,88;320,16;1492,62;NA;2;21,5;3840,11;185,33;151,39;4.645
28.09.87;490,543;NA;3,23;NA;2368,1;NA;NA;100,42;442,29;323,2;1493,21;NA;2;21,5;3884,65;185,33;151,39;4.562
29.09.87;486,508;NA;3,23;NA;2368,3;NA;NA;100,35;441,86;321,69;1505,26;NA;2;21,5;3859,48;185,33;151,39;4.579
30.09.87;485,4;NA;3,24;NA;2366;NA;NA;100,16;444,29;321,83;1500,17;NA;2;21,5;3943,64;181,58;147,21;Apr 61
01.10.87;485,228;NA;3,21;NA;2373,8;NA;NA;100,6;448,45;327,33;1519,99;NA;2;21,5;3949,73;181,58;147,21;4.563
02.10.87;487,691;NA;3,2;NA;2382,2;NA;NA;101,24;451,61;328,07;1543,05;NA;1,9;22,8;3932,04;181,58;147,21;4.478
05.10.87;488,315;NA;3,19;NA;2385,8;NA;NA;101,7;453,63;328,08;1538,07;NA;1,9;22,8;3944,24;181,58;147,21;4.465
06.10.87;485,062;NA;3,22;NA;2367,9;NA;NA;101,18;447,51;319,22;1525,23;NA;1,9;22,8;3906,44;181,58;147,21;4.496
07.10.87;484,488;NA;3,23;NA;2359,8;NA;NA;100,58;444,64;318,54;1517,65;NA;1,9;22,8;3936,13;181,58;147,21;4.463
08.10.87;486,434;NA;3,21;NA;2375,5;NA;NA;101,12;440,03;314,16;1519,77;NA;1,9;22,8;3936,13;181,58;147,21;4.431
09.10.87;485,48;NA;3,22;NA;2366,5;NA;NA;100,45;438,43;311,07;1478,86;NA;1,9;22,3;3882,42;181,58;147,21;4.478
12.10.87;484,099;NA;3,26;NA;2338,5;NA;NA;99,3;433,04;309,39;1480,16;NA;1,9;22,3;3900,17;181,58;147,21;4.435
13.10.87;486,509;NA;3,24;NA;2350,2;NA;NA;99,75;434,81;314,52;1500,91;NA;1,9;22,3;3841,28;181,58;147,21;Apr 41
14.10.87;484,377;NA;3,28;NA;2322,9;NA;NA;99,1;428,28;305,23;1497,38;NA;1,9;22,3;3844,48;181,58;147,21;4.482
15.10.87;478,099;NA;3,31;NA;2301,9;NA;NA;97,79;422,51;298,08;1460,59;NA;1,9;22,3;3828,64;181,58;147,21;Apr 49
16.10.87;467,283;NA;3,31;NA;2301,9;NA;NA;97,04;406,33;282,7;1458,54;NA;2;21,9;3783,2;181,58;147,21;4.519
19.10.87;421,282;NA;3,71;NA;2052,3;NA;NA;88,79;360,21;224,84;1321,61;NA;2;21,9;3362,39;181,58;147,21;4.515
20.10.87;386,417;NA;4,19;NA;1801,6;NA;NA;81,65;327,79;236,83;1302,8;NA;2;21,9;3362,39;181,58;147,21;4.575
