#NAME?;MSCI AC WORLD U$ - PRICE INDEX;MSCI EM U$ - PRICE INDEX;MSCI EUROPE U$ - PRICE INDEX;MSCI EAFE U$ - PRICE INDEX;MSCI PACIFIC U$ - PRICE INDEX;S&P 500 COMPOSITE - PRICE INDEX;FTSE 100 - PRICE INDEX;NIKKEI 225 STOCK AVERAGE - PRICE INDEX
13.01.09;220,168;550,894;1058,474;1190,736;1590,566;871,79;4399,15;8413,91
14.01.09;213,776;542,848;1010,922;1159,786;1606,722;842,62;4180,64;8438,45
15.01.09;211,166;526,642;994,38;1130,611;1540,795;843,74;4121,11;8023,31
16.01.09;214,388;537,837;1018,098;1155,495;1569,45;850,12;4147,06;8230,15
19.01.09;212,844;533,841;993,67;1139,038;1575,587;850,12;4108,47;8256,85
20.01.09;203,936;517,536;955,38;1102,841;1544,779;805,22;4091,4;8065,79
21.01.09;207,388;515,164;946,152;1095,155;1541,389;840,24;4059,88;7901,64
22.01.09;205,565;514,362;943,226;1094,192;1546,04;827,5;4052,23;8051,74
23.01.09;204,167;507,289;929,781;1069,767;1489,697;831,95;4052,47;7745,25
26.01.09;208,197;515,879;984,133;1108,098;1482,712;836,57;4209,01;7682,14
27.01.09;211,123;518,929;988,466;1130,348;1556,756;845,71;4194,41;8061,07
28.01.09;217,121;533,112;1023,652;1155,697;1554,354;874,09;4295,2;8106,29
29.01.09;212,403;532,177;994,517;1139,795;1576,104;845,14;4190,11;8251,24
30.01.09;208,023;529,532;976,211;1115,138;1532,81;825,88;4149,64;7994,05
02.02.09;205,327;517,137;950,546;1087,243;1498,035;825,44;4077,78;7873,98
03.02.09;208,971;525,347;980,685;1111,982;1507,722;838,51;4164,46;7825,51
04.02.09;210,311;535,968;998,858;1130,472;1527,44;832,23;4228,6;8038,94
05.02.09;211,452;536,569;994,197;1122,755;1510,83;845,85;4228,93;7949,65
06.02.09;216,234;557,526;1016,162;1140,181;1515,547;868,6;4291,87;8076,62
09.02.09;217,899;564,807;1037,256;1153,783;1507,905;869,89;4307,61;7969,03
10.02.09;210,932;561,381;1005,925;1129,97;1505,217;827,16;4213,08;7945,94
11.02.09;210,325;553,542;992,097;1120,169;1506,786;833,74;4234,26;7945,94
12.02.09;208,266;542,693;969,981;1095,479;1474,288;835,19;4202,24;7705,36
13.02.09;208,557;554,308;983,617;1106,097;1476,453;826,84;4189,59;7779,4
16.02.09;206,962;547,551;961,696;1089,033;1472,992;826,84;4134,75;7750,17
17.02.09;198,248;520,874;921,686;1049,742;1435,071;789,17;4034,13;7645,51
18.02.09;196,892;516,326;915,335;1037,97;1407,56;788,42;4006,83;7534,44
19.02.09;196,815;521,398;927,356;1047,71;1410,938;778,94;4018,37;7557,65
20.02.09;192,213;502,509;889,417;1013,126;1385,347;770,05;3889,06;7416,38
23.02.09;189,019;510,143;889,018;1010,819;1377,534;743,33;3850,73;7376,16
24.02.09;191,09;502,74;877,897;993,863;1343,568;773,14;3816,44;7268,56
25.02.09;190,301;505,425;871,205;994,35;1364,623;764,9;3848,98;7461,22
26.02.09;190,304;505,837;894,172;1007,423;1349,598;752,83;3915,64;7457,93
27.02.09;187,168;499,304;873,949;997,647;1369,571;735,09;3830,09;7568,42
02.03.09;177,956;475,08;822,492;948,074;1324,53;700,82;3625,83;7280,15
03.03.09;176,095;476,159;805,379;930,483;1305,259;696,33;3512,09;7229,72
04.03.09;180,57;493,467;836,443;952,652;1302,299;712,87;3645,87;7290,96
05.03.09;175,458;488,148;805,625;935,578;1324,371;682,55;3529,86;7433,49
06.03.09;174,803;488,314;802,997;925,924;1294,392;683,38;3530,73;7173,1
09.03.09;172,704;485,292;794,232;911,391;1263,061;676,53;3542,4;7086,03
10.03.09;181,567;502,701;842,534;948,968;1270,485;719,6;3715,23;7054,98
11.03.09;183,216;512,503;845,311;961,628;1311,738;721,36;3693,81;7376,12
12.03.09;186,612;515,967;852,448;958,398;1278,697;750,74;3712,06;7198,25
13.03.09;189,506;527,977;864,754;980,526;1329,356;756,55;3753,68;7569,28
16.03.09;191,917;539,66;895,572;1009,467;1353,412;753,89;3863,99;7704,15
17.03.09;195,002;541,919;887,972;1010,614;1379,671;778,12;3857,1;7949,13
18.03.09;197,371;543,878;890,198;1016,074;1394,503;794,35;3804,99;7972,17
19.03.09;201,087;557,456;937,976;1067,448;1457,067;784,04;3816,93;7945,96
20.03.09;197,967;552,991;930,599;1054,597;1428,293;768,54;3842,85;7945,96
23.03.09;207,976;579,31;958,848;1086,204;1470,067;822,92;3952,81;8215,53
24.03.09;206,699;581,513;958,071;1093,654;1501,338;806,12;3911,46;8488,3
25.03.09;208,127;587,446;962,95;1099,18;1508,813;813,88;3900,25;8479,99
26.03.09;211,302;599,731;966,174;1104,178;1518,999;832,86;3925,2;8636,33
27.03.09;207,212;591,32;938,169;1083,636;1519,62;815,94;3898,85;8626,97
30.03.09;198,897;561,456;892,455;1036,098;1466,08;787,53;3762,91;8236,08
31.03.09;202,036;569,967;932,1;1056,233;1430,357;797,87;3926,14;8109,53
01.04.09;205,211;580,758;942,872;1071,096;1457,238;811,08;3955,61;8351,91
02.04.09;214,327;613,072;1005,941;1134,733;1523,509;834,38;4124,97;8719,78
03.04.09;214,961;617,114;993,108;1127,446;1532,089;842,5;4029,67;8749,84
06.04.09;213,765;623,031;985,375;1120,331;1526,645;835,48;3993,54;8857,93
07.04.09;209,966;615,888;967,153;1106,739;1526,191;815,55;3930,52;8832,85
08.04.09;210,36;610,22;966,725;1098,822;1496,564;825,16;3925,52;8595,01
09.04.09;217,004;632,628;985,87;1124,085;1539,85;856,56;3983,71;8916,06
10.04.09;217,266;636,045;985,87;1125,767;1546,405;856,56;3983,71;8964,11
13.04.09;218,438;640,597;994,91;1134,659;1555,012;858,73;3983,71;8924,43
14.04.09;217,609;645,561;1004,759;1145,968;1570,702;841,5;3988,99;8842,68
15.04.09;217,907;643,855;996,385;1135,268;1553,141;852,06;3968,4;8742,96
16.04.09;220,79;648,392;1015,068;1148,918;1552,533;865,3;4052,98;8755,26
17.04.09;221,869;643,398;1019,759;1158,53;1576,459;869,6;4092,8;8907,58
20.04.09;214,295;633,484;974,423;1125,695;1579,057;832,39;3990,86;8924,75
21.04.09;215,68;627,245;978,614;1120,126;1545,324;850,08;3987,46;8711,33
22.04.09;216,006;629,231;994,318;1132,074;1546,665;843,55;4030,66;8727,3
23.04.09;217,865;639,753;992,37;1137,083;1571,761;851,92;4018,23;8847,01
24.04.09;222,261;647,837;1031,588;1165,069;1567,903;866,23;4155,99;8707,99
27.04.09;220,408;633,518;1025,681;1162,636;1575,42;857,51;4167,01;8726,34
28.04.09;217,767;623,72;1006,318;1138,303;1536,396;855,16;4096,4;8493,77
29.04.09;223,019;645,562;1040,629;1165,208;1542,429;873,64;4189,59;8493,77
30.04.09;225,241;662,73;1054,748;1185,84;1582,131;872,81;4243,71;8828,26
01.05.09;225,96;662,835;1056,019;1186,465;1580,907;877,52;4243,22;8977,37
04.05.09;233,086;700,985;1080,214;1210,183;1603,639;907,24;4243,22;8977,37
05.05.09;233,441;704,294;1087,735;1218,199;1613,206;903,8;4336,94;8977,37
06.05.09;236,473;712,051;1098,909;1228,246;1620,177;919,53;4396,49;8977,37
07.05.09;236,391;714,913;1099,264;1245,778;1687,391;907,39;4398,68;9385,7
08.05.09;241,18;725,131;1122,691;1266,121;1699,205;929,23;4462,09;9432,83
11.05.09;238,872;723,585;1118,284;1267,393;1716,825;909,24;4435,5;9451,98
12.05.09;238,357;721,131;1118,14;1264,133;1704,554;908,35;4425,54;9298,61
13.05.09;233,023;709,866;1086,168;1241,917;1710,011;883,92;4331,37;9340,49
14.05.09;232,902;699,391;1089,668;1231,431;1659,182;893,07;4362,58;9093,73
15.05.09;233,198;707,928;1096,325;1246,07;1696,99;882,88;4348,11;9265,02
18.05.09;237,439;728,492;1114,861;1250,683;1661,717;909,71;4446,45;9038,69
19.05.09;240,654;745,819;1140,218;1280,6;1705,226;908,13;4482,25;9290,29
20.05.09;242,342;756,07;1159,659;1300,142;1725,39;903,47;4468,41;9344,64
21.05.09;238,209;740,957;1135,583;1280,631;1718,665;888,33;4345,47;9264,15
22.05.09;239,237;746,417;1150,658;1290,21;1712,621;887;4365,29;9225,81
25.05.09;239,581;747,094;1154,159;1293,4;1714,972;887;4365,29;9347
26.05.09;242,789;739,618;1161,734;1300,793;1721,963;910,33;4411,72;9310,81
27.05.09;241,971;754,18;1164,812;1308,52;1743,173;893,06;4416,23;9438,77
28.05.09;242,89;761,744;1152,797;1293,572;1719,551;906,83;4387,54;9451,39
29.05.09;246,694;773,121;1172;1317,306;1756,696;919,14;4417,94;9522,5
01.06.09;253,293;802,21;1206,906;1348,452;1777,669;942,87;4506,19;9677,75
02.06.09;254,286;795,592;1218,058;1361,361;1795,837;944,74;4477,02;9704,31
03.06.09;250,026;784,221;1183,715;1337,995;1803,496;931,76;4383,42;9741,67
04.06.09;250,61;781,757;1181,257;1328,859;1775,074;942,46;4386,94;9668,96
05.06.09;249,974;786,965;1173,404;1321,766;1770,026;940,09;4438,56;9768,01
08.06.09;247,819;772,253;1152,926;1304,662;1762,264;939,14;4405,22;9865,63
09.06.09;249,444;771,184;1170,537;1318,507;1765,583;942,43;4404,79;9786,82
10.06.09;251,231;789,135;1184,677;1337,322;1798,11;939,15;4436,75;9991,49
11.06.09;253,388;791,032;1201,049;1352,625;1810,633;944,89;4461,87;9981,33
12.06.09;252,805;790,185;1191,588;1347,497;1817,809;946,21;4441,95;10135,82
15.06.09;246,234;769,938;1148,121;1310,356;1798,101;923,72;4326,01;10039,67
16.06.09;244,134;764,629;1151,557;1304,561;1765,791;911,97;4328,57;9752,88
17.06.09;241,837;749,021;1126,995;1289,026;1775,804;910,71;4278,46;9840,85
18.06.09;242,982;743,723;1140,641;1293,358;1753,553;918,37;4280,86;9703,72
19.06.09;244,657;750,473;1152,784;1305,797;1767,059;921,23;4345,93;9786,26
22.06.09;238,386;736,481;1116,834;1281,222;1774,608;893,04;4234,05;9826,27
23.06.09;237,702;723,719;1121,524;1274,952;1736,855;895,1;4230,02;9549,61
24.06.09;241,256;741,797;1149,728;1299,086;1749,832;900,94;4279,98;9590,32
25.06.09;243,027;750,225;1129,936;1288,254;1764,359;920,26;4252,57;9796,08
26.06.09;244,868;761,919;1141,818;1305,82;1798,475;918,9;4241,01;9877,39
29.06.09;246,539;764,679;1161,049;1313,926;1774,995;927,23;4294,03;9783,47
30.06.09;244,905;761,295;1146,11;1307,161;1791,422;919,32;4249,21;9958,44
01.07.09;247,327;773,073;1175,116;1325,575;1779,943;923,33;4340,71;9939,93
02.07.09;241,437;766,137;1135,696;1295,148;1774,619;896,42;4234,27;9876,15
03.07.09;241,242;766,318;1134,203;1291,84;1766,064;896,42;4236,28;9816,07
06.07.09;239,337;751,335;1114,56;1276,057;1761,032;898,72;4194,91;9680,87
07.07.09;236,861;750,722;1112,517;1272,483;1753,014;881,03;4187;9647,79
08.07.09;234,47;739,454;1092,462;1251,649;1729,573;879,56;4140,23;9420,75
09.07.09;235,778;741,747;1106,532;1261,184;1726,315;882,68;4158,66;9291,06
10.07.09;234,394;736,019;1091,869;1251,917;1732,309;879,13;4127,17;9287,28
13.07.09;236,887;723,052;1112,064;1256,956;1694,095;901,05;4202,13;9050,33
14.07.09;239,971;739,582;1126,384;1277,723;1733,677;905,84;4237,68;9261,81
15.07.09;246,921;766,052;1168,816;1310,084;1737,816;932,68;4346,46;9269,25
16.07.09;249,069;773,408;1175,869;1320,247;1757,062;940,74;4361,84;9344,16
17.07.09;249,856;782,68;1180,108;1325,049;1763,56;940,38;4388,75;9395,32
20.07.09;253,74;807,021;1202,665;1344,057;1772,769;951,13;4443,62;9395,32
21.07.09;255,911;810,463;1213,91;1364,111;1818,371;954,58;4481,17;9652,02
22.07.09;255,872;806,551;1215,848;1367,104;1824,433;954,07;4493,73;9723,16
23.07.09;260,816;822,114;1242,935;1385,788;1819,456;976,29;4559,8;9792,94
24.07.09;261,499;823,714;1238,204;1387,303;1838,842;979,26;4576,61;9944,55
27.07.09;262,95;833,663;1245,8;1396,423;1852,483;982,18;4586,13;10088,66
28.07.09;262,157;836,593;1230,786;1391,682;1876,923;979,62;4528,84;10087,26
29.07.09;260,54;822,438;1230,934;1387,029;1858,499;975,15;4547,53;10113,24
30.07.09;264,404;833,544;1257,916;1410,913;1874,017;986,75;4631,61;10165,21
31.07.09;266,142;844,024;1265,138;1425,404;1909,482;987,48;4608,36;10356,83
03.08.09;271,598;864,729;1306,226;1460,577;1928,509;1002,63;4682,46;10352,47
04.08.09;271,71;860,618;1300,581;1457,143;1931,298;1005,65;4671,37;10375,01
05.08.09;270,323;854,541;1293,214;1446,867;1912,54;1002,72;4647,13;10252,53
06.08.09;269,824;855,518;1296,933;1452,564;1923,98;997,08;4690,53;10388,09
07.08.09;270,611;852,931;1298,725;1445,179;1890,322;1010,48;4731,56;10412,09
10.08.09;269,998;854,779;1287,9;1442,279;1909,929;1007,1;4722,2;10524,26
11.08.09;267,202;844,9;1268,165;1434,225;1934,976;994,35;4671,34;10585,46
12.08.09;269,086;840,239;1287,729;1442,242;1910,272;1005,81;4716,76;10435
13.08.09;272,471;855,638;1304,635;1464,942;1949,911;1012,73;4755,46;10517,19
14.08.09;270,776;852,738;1289,003;1458,429;1969,234;1004,09;4713,97;10597,33
17.08.09;262,865;819,831;1249,394;1414,913;1913,748;979,73;4645,01;10268,61
18.08.09;265,496;825,194;1269,117;1429,091;1912,417;989,67;4685,78;10284,96
19.08.09;266,642;822,861;1275,59;1434,323;1914,214;996,46;4689,67;10204
20.08.09;269,981;837,12;1294,79;1453,66;1934,32;1007,37;4756,58;10383,41
21.08.09;274,206;845,507;1330,73;1473,474;1908,617;1026,13;4850,89;10238,2
24.08.09;276,427;861,37;1343,065;1495,056;1956,944;1025,57;4896,23;10581,05
25.08.09;276,952;858,259;1349,616;1499,024;1953,637;1028;4916,8;10497,36
26.08.09;275,801;851,884;1332,941;1489,981;1966,143;1028,12;4890,58;10639,71
27.08.09;275,311;843,994;1325,716;1483,187;1960,441;1030,98;4869,35;10473,97
28.08.09;277,458;851,462;1351,88;1507,407;1979,601;1028,93;4908,9;10534,14
31.08.09;275,096;839,46;1341,544;1498,969;1976,402;1020,62;4908,9;10492,53
01.09.09;270,96;842,114;1312,699;1478,25;1978,451;998,04;4819,7;10530,06
02.09.09;268,814;831,038;1301,24;1462,06;1948,467;994,75;4817,55;10280,46
03.09.09;270,388;840,988;1302,929;1461,469;1941,363;1003,24;4796,75;10214,64
04.09.09;273,356;853,319;1318,042;1471,116;1935,609;1016,4;4851,7;10187,11
07.09.09;276,004;864,981;1346,306;1497,58;1957,447;1016,4;4933,18;10320,94
08.09.09;279,591;880,785;1367,095;1520,636;1987,405;1025,39;4947,34;10393,23
09.09.09;281,293;879,936;1386,154;1533,486;1982,795;1033,37;5004,3;10312,14
10.09.09;283,464;887,053;1386,269;1541,093;2011,895;1044,14;4987,68;10513,67
11.09.09;284,734;894,299;1397,818;1552,936;2024,801;1042,73;5011,47;10444,33
14.09.09;284,153;884,59;1395,323;1541,266;1986,772;1049,34;5018,85;10202,06
15.09.09;284,874;894,004;1394,424;1538,002;1976,708;1052,63;5042,13;10217,62
16.09.09;289,747;913,51;1422,826;1565,242;2001,161;1068,76;5124,13;10270,77
17.09.09;290,879;919,89;1435,594;1580,575;2024,099;1065,49;5163,95;10443,8
18.09.09;290,201;918,9;1427,174;1571,508;2013,017;1068,3;5172,89;10370,54
21.09.09;287,971;910,705;1409,515;1553,615;1994,109;1064,66;5134,36;10370,54
22.09.09;291,217;922,307;1430,094;1575,236;2019,119;1071,66;5142,6;10370,54
23.09.09;289,845;918,559;1431,634;1577,075;2021,845;1060,87;5139,37;10370,54
24.09.09;286,096;908,129;1397,216;1554,088;2030,968;1050,78;5079,27;10544,22
25.09.09;284,412;908,074;1389,813;1542,947;2008,969;1044,38;5082,2;10265,98
28.09.09;287,001;904,536;1408,706;1549,412;1980,185;1062,98;5165,7;10009,52
29.09.09;286,883;913,189;1402,336;1545,536;1983,332;1060,61;5159,72;10100,2
30.09.09;287,232;914,045;1402,67;1552,843;2010,633;1057,08;5133,9;10133,23
01.10.09;281,55;911,262;1375,012;1524,759;1980,788;1029,85;5047,81;9978,64
02.10.09;278,233;901,385;1353,348;1496,747;1934,155;1025,21;4988,7;9731,87
05.10.09;280,806;907,024;1366,85;1502,487;1917,896;1040,46;5024,33;9674,49
06.10.09;286,497;925,953;1407,582;1541,097;1951,211;1054,72;5137,98;9691,8
07.10.09;286,911;928,89;1395,921;1539,756;1979,239;1057,58;5108,9;9799,6
08.10.09;290,604;939,912;1421,733;1567,437;2012,778;1065,48;5154,64;9832,47
09.10.09;291,355;946,287;1416,974;1563,811;2012,314;1071,49;5161,87;10016,39
12.10.09;292,871;950,343;1431,457;1573,341;2007,887;1076,19;5210,17;10016,39
13.10.09;292,053;950,985;1419,066;1566,93;2018,423;1073,19;5154,15;10076,56
14.10.09;297,433;972,098;1456,302;1596,363;2026,142;1092,02;5256,1;10060,21
15.10.09;298,489;975,792;1461,615;1602,317;2034,037;1096,56;5222,95;10238,65
16.10.09;295,775;966,037;1445,611;1586,15;2017,1;1087,68;5190,24;10257,56
19.10.09;299,425;976,975;1475,063;1611,257;2030,295;1097,91;5281,54;10236,51
20.10.09;298,21;972,191;1468,149;1610,476;2046,985;1091,06;5243,4;10336,84
21.10.09;297,496;968,276;1480,194;1617,99;2041,723;1081,4;5257,85;10333,39
22.10.09;297,228;961,454;1463,626;1600,603;2021,671;1092,91;5207,36;10267,17
23.10.09;295,23;967,95;1456,751;1593,802;2014,951;1079,6;5242,57;10282,99
26.10.09;292,142;966,416;1431,749;1576,873;2020,706;1066,95;5191,74;10362,62
27.10.09;289,503;946,948;1423,579;1561,43;1984,235;1063,41;5200,97;10212,46
28.10.09;283,307;916,645;1390,413;1532,755;1967,811;1042,63;5080,42;10075,05
29.10.09;287,696;921,345;1420,191;1548,824;1945,121;1066,11;5137,72;9891,1
30.10.09;282,588;914,259;1385,573;1532,738;1981,54;1036,19;5044,55;10034,74
02.11.09;283,154;911,157;1395,992;1531,922;1948,685;1042,88;5104,5;9802,95
03.11.09;281,704;903,46;1367,227;1509,488;1943,868;1045,41;5037,21;9802,95
04.11.09;285,097;926,135;1405,541;1538,615;1947,368;1046,5;5107,89;9844,31
05.11.09;288,156;930,09;1418,887;1545,482;1935,9;1066,63;5125,64;9717,44
06.11.09;289,259;936,358;1419,799;1553,063;1962,633;1069,3;5142,72;9789,35
09.11.09;295,865;959,657;1460,89;1587,015;1976,882;1093,08;5235,18;9808,99
10.11.09;295,805;963,089;1454,542;1584,766;1986,274;1093,01;5230,55;9870,73
11.11.09;297,343;972,094;1461,489;1591,178;1991,283;1098,51;5266,75;9871,68
12.11.09;294,671;958,883;1453,201;1581,106;1975,932;1087,24;5276,5;9804,49
13.11.09;296,098;962,511;1460,282;1587,96;1982,271;1093,48;5296,38;9770,31
16.11.09;300,7;982,428;1490,259;1612,395;1991,365;1109,3;5382,67;9791,18
17.11.09;299,319;980,405;1471,265;1594,394;1975,853;1110,32;5345,93;9729,93
18.11.09;299,815;981,792;1479,657;1599,242;1970,687;1109,8;5342,13;9676,8
19.11.09;294,928;968,46;1444,888;1568,365;1950,323;1094,9;5267,7;9549,47
20.11.09;293,4;965,081;1432,316;1556,428;1939,968;1091,38;5251,41;9497,68
23.11.09;298,361;977,197;1474,451;1590,703;1952,474;1106,24;5355,5;9497,68
24.11.09;296,894;972,185;1461,388;1576,771;1935,796;1105,65;5323,96;9401,58
25.11.09;299,508;978,654;1478,414;1597,04;1965,7;1110,63;5364,81;9441,64
26.11.09;295,166;957,981;1423,294;1555,459;1961,95;1110,63;5194,13;9383,24
27.11.09;292,207;941,009;1438,644;1553,263;1909,666;1091,49;5245,73;9081,52
30.11.09;293,667;953,128;1421,773;1559,572;1982,347;1095,63;5190,68;9345,55
01.12.09;299,574;973,313;1467,822;1600,774;2010,617;1108,86;5312,17;9572,2
02.12.09;300,327;981,565;1472,724;1604,863;2012,48;1109,24;5327,39;9608,94
03.12.09;299,769;986,07;1470,952;1612,586;2047,32;1099,92;5313;9977,67
04.12.09;299,29;983,324;1467,652;1600,704;2010,827;1105,98;5322,36;10022,59
07.12.09;298,376;980,344;1454,725;1594,502;2023,599;1103,25;5310,66;10167,6
08.12.09;294,827;969,191;1422,828;1574,086;2035,377;1091,94;5223,13;10140,47
09.12.09;294,023;962,596;1409,278;1560,098;2019,863;1095,95;5203,89;10004,72
10.12.09;295,271;965,256;1421,459;1563,635;1998,957;1102,35;5244,37;9862,82
11.12.09;295,897;972,786;1418,989;1563,321;2004,751;1106,41;5261,57;10107,87
14.12.09;298,229;979,211;1433,634;1577,69;2018,634;1114,11;5315,34;10105,68
15.12.09;296,497;975,011;1424,751;1565,942;1998,523;1107,93;5285,77;10083,48
16.12.09;298,188;973,419;1445,238;1584,864;2013,414;1109,18;5320,26;10177,41
17.12.09;292,928;954,931;1403,765;1548,965;1992,541;1096,08;5217,61;10163,8
18.12.09;292,461;950,21;1391,14;1535,577;1976,712;1102,47;5196,81;10142,05
21.12.09;294,913;946,415;1414,489;1550,081;1966,5;1114,05;5293,99;10183,47
22.12.09;295,997;953,922;1415,552;1553,719;1977,501;1118,02;5328,66;10378,03
23.12.09;297,97;964,409;1429,899;1567,791;1991,104;1120,59;5372,38;10378,03
24.12.09;299,645;973,863;1432,494;1574,594;2009,923;1126,48;5402,41;10536,92
25.12.09;299,522;974,195;1432,494;1572,845;2003,202;1126,48;5402,41;10494,71
28.12.09;300,864;981,143;1443,076;1583,981;2016,149;1127,78;5402,41;10634,23
29.12.09;301,203;980,582;1449,515;1591,621;2027,343;1126,2;5437,61;10638,06
30.12.09;299,715;980,61;1433,095;1573,167;2002,745;1126,42;5397,86;10546,44
31.12.09;299,435;989,469;1442,124;1580,767;2006,485;1115,1;5412,88;10546,44
01.01.10;299,435;989,469;1442,124;1580,767;2006,485;1115,1;5412,88;10546,44
04.01.10;304,692;1004,511;1472,391;1610,991;2037,25;1132,99;5500,34;10654,79
05.01.10;305,894;1015,257;1469,779;1615,854;2063,3;1136,52;5522,5;10681,83
06.01.10;306,291;1021,752;1468,274;1615,256;2065,248;1137,14;5530,04;10731,45
07.01.10;305,865;1014,421;1462,093;1608,36;2056,184;1141,69;5526,72;10681,66
08.01.10;307,136;1016,406;1467,878;1617,655;2075,584;1144,98;5534,24;10798,32
11.01.10;309,593;1028,07;1488,978;1640,239;2102,847;1146,98;5538,07;10798,32
12.01.10;307,566;1021,18;1474,43;1636,121;2128,071;1136,22;5498,71;10879,14
13.01.10;307,715;1012,095;1474,042;1628,131;2098,456;1145,68;5473,48;10735,03
14.01.10;309,181;1013,292;1481,423;1642,199;2131,7;1148,46;5498,2;10907,68
15.01.10;306,335;1010,775;1456,687;1626,757;2142,146;1136,03;5455,37;10982,1
18.01.10;306,977;1012,548;1468,455;1632,917;2132,614;1136,03;5494,39;10855,08
19.01.10;308,15;1013,412;1469,856;1627,574;2108,124;1150,23;5513,14;10764,9
20.01.10;303,322;997,492;1430,256;1593,994;2090,796;1138,04;5420,8;10737,52
21.01.10;298,765;981,165;1404,119;1576,313;2096,592;1116,48;5335,1;10868,41
22.01.10;294,286;963,852;1395,806;1565,902;2080,035;1091,76;5302,99;10590,55
25.01.10;293,895;959,059;1388,828;1556,993;2065,482;1096,78;5260,31;10512,69
26.01.10;291,832;938,062;1385,838;1548,17;2040,005;1092,17;5276,85;10325,28
27.01.10;290,758;928,706;1372,134;1532,07;2016,795;1097,5;5217,47;10252,08
28.01.10;288,541;940,074;1348,826;1517,197;2025,398;1084,53;5145,74;10414,29
29.01.10;286,327;933,59;1356,247;1510,612;1979,283;1073,87;5188,52;10198,04
01.02.10;288,526;934,223;1363,859;1513,571;1969,225;1089,19;5247,41;10205,02
02.02.10;292,263;940,431;1382,052;1536,121;2004,544;1103,32;5283,31;10371,09
03.02.10;291,38;952,257;1370,431;1527,797;2005,303;1097,28;5253,15;10404,33
04.02.10;283,11;926,414;1320,885;1488,598;1994,31;1063,11;5139,31;10355,98
05.02.10;279,552;897,7;1282,526;1451,526;1959,966;1066,19;5060,92;10057,09
08.02.10;278,774;894,072;1293,916;1458,003;1952,818;1056,74;5092,33;9951,82
09.02.10;281,254;908,666;1298,874;1461,461;1952,154;1070,52;5111,84;9932,9
10.02.10;281,463;912,493;1304,368;1464,881;1949,836;1068,13;5131,99;9963,99
11.02.10;283,396;922,908;1300,149;1465,464;1963,902;1078,47;5161,48;9963,99
12.02.10;283,139;921,749;1296,824;1465,737;1974,268;1075,51;5142,45;10092,19
15.02.10;283,277;924,726;1300,566;1465,231;1961,838;1075,51;5167,47;10013,3
16.02.10;287,472;932,55;1324,183;1484,762;1970,377;1094,87;5244,06;10034,25
17.02.10;289,957;945,085;1336,824;1502,899;2004,358;1099,51;5276,64;10306,83
18.02.10;291,026;943,112;1342,104;1505,756;2000,487;1106,75;5325,09;10335,69
19.02.10;289,642;933,354;1337,234;1490,048;1954,015;1109,17;5358,17;10123,58
22.02.10;291,23;943,299;1341,374;1507,967;2010,997;1108,01;5352,07;10400,47
23.02.10;288,59;940,209;1323,421;1497,781;2022,35;1094,6;5315,09;10352,1
24.02.10;289,359;933,227;1330,355;1496,878;1999,45;1105,24;5342,92;10198,83
25.02.10;286,907;922,928;1300,998;1473,838;1993,579;1102,94;5278,22;10101,96
26.02.10;289,497;935,929;1326,549;1497,341;2011,894;1104,49;5354,52;10126,03
01.03.10;291,582;947,895;1325,339;1498,759;2020,724;1115,71;5405,94;10172,06
02.03.10;294,009;959,662;1343,885;1516,315;2035,914;1118,31;5484,06;10221,84
03.03.10;296,053;966,434;1367,497;1537,856;2052,148;1118,79;5533,21;10253,14
04.03.10;295,458;961,341;1361,042;1527,839;2031,897;1122,97;5527,16;10145,72
05.03.10;299,306;974,923;1383,02;1544,987;2035,89;1138,7;5599,76;10368,96
08.03.10;300,691;986,08;1386,609;1557,442;2073,523;1138,5;5606,72;10585,92
09.03.10;300,562;986,153;1378,7;1553,356;2080,072;1140,45;5602,3;10567,65
10.03.10;302,233;993,443;1395,102;1562,316;2068,356;1145,61;5640,57;10563,92
11.03.10;302,619;989,832;1392,651;1563,328;2079,111;1150,24;5617,26;10664,95
12.03.10;303,776;992,681;1404,947;1574,251;2086,437;1149,99;5625,65;10751,26
15.03.10;302,196;983,036;1384,964;1559,589;2086,365;1150,51;5593,85;10751,98
16.03.10;305,145;991,483;1408,627;1577,632;2089,057;1159,46;5620,43;10721,71
17.03.10;307,664;1005,766;1419,21;1592,678;2116,981;1166,21;5644,63;10846,98
18.03.10;306,205;1001,507;1404,327;1578,597;2104,823;1165,83;5642,62;10744,03
19.03.10;304,742;997,94;1391,402;1572,088;2116,17;1159,9;5650,12;10824,72
22.03.10;305,022;989,926;1390,961;1571,304;2114,403;1165,81;5644,54;10824,72
23.03.10;306,838;994,116;1400,228;1578,988;2117,822;1174,17;5673,63;10774,15
24.03.10;304,408;992,002;1382,726;1560,539;2096,285;1167,72;5677,88;10815,03
25.03.10;304,644;989,952;1395,586;1567,063;2085,163;1165,73;5727,65;10828,85
26.03.10;305,138;993,078;1394,786;1572,263;2107,337;1166,59;5703,02;10996,37
29.03.10;307,16;1003,666;1403,858;1580,517;2113,485;1173,22;5710,66;10986,47
30.03.10;307,491;1009,331;1398,777;1581,382;2131,06;1173,27;5672,32;11097,14
31.03.10;307,404;1010,334;1408,542;1584,278;2114,744;1169,43;5679,64;11089,94
01.04.10;310,66;1027,274;1430,359;1602,647;2123,851;1178,1;5744,89;11244,4
02.04.10;310,847;1028,538;1430,359;1604,421;2130,651;1178,1;5744,89;11286,09
